0.4118,0.4196,0.4353,0.2039,0.1804,0.1725,0.2275,0.2,0.1882,0.2667,0.2471,0.2431,0.2941,0.2848,0.2902,0.298,0.2863,0.2941,0.302,0.302,0.3176,0.3412,0.3647,0.4,0.6863,0.5686,0.5093,0.5446,0.4235,0.3603,0.5843,0.451,0.3765,0.6118,0.5093,0.451,0.4353,0.3961,0.3843,0.3098,0.3098,0.3255,0.3176,0.3294,0.3529,0.3451,0.3804,0.4235,0.8353,0.6471,0.5412,0.7569,0.5765,0.4784,0.6275,0.4745,0.3922,0.4387,0.3446,0.2902,0.3407,0.2902,0.2667,0.2314,0.2431,0.2667,0.2941,0.3216,0.3608,0.3255,0.3647,0.4157,0.8196,0.6235,0.5176,0.7765,0.5882,0.4824,0.498,0.3804,0.3176,0.1412,0.1255,0.1176,0.1294,0.1176,0.1176,0.1868,0.1961,0.2118,0.2627,0.2902,0.3216,0.2706,0.298,0.3373,0.676,0.5113,0.4235,0.6588,0.4941,0.4078,0.3216,0.251,0.2196,0.0627,0.0627,0.0667,0.0627,0.0627,0.0706,0.1137,0.1216,0.1333,0.2,0.2118,0.2353,0.1882,0.2,0.2235,0.3966,0.349,0.3333,0.3926,0.3333,0.3137,0.2588,0.2235,0.2157,0.0667,0.0667,0.0706,0.0706,0.0706,0.0824,0.2387,0.2431,0.2627,0.3529,0.3681,0.4,0.3015,0.3176,0.3525,0.4941,0.4863,0.5064,0.4275,0.4196,0.4392,0.3574,0.3529,0.3725,0.251,0.2554,0.2784,0.2549,0.2627,0.2828,0.4118,0.4235,0.451,0.4824,0.4941,0.5294,0.4588,0.4745,0.5137,0.5882,0.5843,0.6118,0.5961,0.5922,0.6196,0.6,0.5961,0.6235,0.5701,0.5765,0.6118,0.549,0.5569,0.5961,0.5569,0.5686,0.6039,0.5569,0.5662,0.6,0.5451,0.5544,0.5882;0
0.0471,0.0667,0.0824,0.051,0.0706,0.0824,0.0471,0.0627,0.0745,0.0471,0.0627,0.0745,0.0431,0.0588,0.0706,0.051,0.0627,0.0745,0.0471,0.0627,0.0745,0.0431,0.0588,0.0706,0.0549,0.0824,0.0941,0.0588,0.0824,0.0941,0.0588,0.0784,0.0902,0.0706,0.0824,0.0931,0.0706,0.0745,0.0863,0.0784,0.0863,0.0941,0.0627,0.0745,0.0863,0.0431,0.0588,0.0706,0.0549,0.0784,0.0941,0.0627,0.0863,0.098,0.0667,0.0824,0.0941,0.0941,0.1098,0.1137,0.1255,0.1373,0.1373,0.1255,0.1333,0.1294,0.0863,0.098,0.102,0.0667,0.0784,0.0902,0.0549,0.0706,0.0824,0.0627,0.0784,0.0941,0.0667,0.0824,0.0902,0.1294,0.149,0.149,0.1843,0.1882,0.1686,0.1804,0.1765,0.1569,0.102,0.1137,0.1176,0.0824,0.0941,0.098,0.0549,0.0667,0.0784,0.0667,0.0824,0.0941,0.0745,0.0902,0.098,0.1294,0.1451,0.1451,0.1608,0.1686,0.1569,0.1529,0.1569,0.1451,0.098,0.1098,0.1137,0.0824,0.098,0.102,0.0745,0.0863,0.098,0.098,0.1098,0.1216,0.0784,0.0941,0.102,0.102,0.1137,0.1176,0.1333,0.1412,0.1373,0.1137,0.1255,0.1216,0.0902,0.098,0.102,0.0824,0.0941,0.098,0.0706,0.0863,0.0971,0.0941,0.1059,0.1137,0.0706,0.0863,0.0971,0.1333,0.149,0.149,0.1373,0.1569,0.1529,0.0863,0.098,0.102,0.0667,0.0784,0.0863,0.0588,0.0745,0.0824,0.0471,0.0627,0.0745,0.051,0.0667,0.0784,0.051,0.0667,0.0784,0.1294,0.1529,0.1529,0.1608,0.1853,0.1843,0.0706,0.0863,0.0941,0.0471,0.0627,0.0745,0.0471,0.0627,0.0716;0
0.7961,0.8078,0.8275,0.8118,0.8196,0.8377,0.8078,0.8157,0.8353,0.7922,0.8039,0.8221,0.702,0.7373,0.749,0.6863,0.7176,0.7333,0.7059,0.724,0.749,0.6863,0.702,0.7294,0.8314,0.8279,0.8431,0.8314,0.8235,0.8314,0.7456,0.726,0.7255,0.702,0.6941,0.6985,0.7216,0.7338,0.7534,0.7294,0.7417,0.7647,0.7843,0.8,0.8235,0.7417,0.7608,0.7843,0.5603,0.5328,0.5328,0.7176,0.651,0.6157,0.5961,0.5216,0.4824,0.3289,0.298,0.298,0.2936,0.2902,0.3054,0.4745,0.4549,0.451,0.7255,0.702,0.6941,0.502,0.5054,0.5176,0.3137,0.302,0.3176,0.698,0.6118,0.5686,0.5804,0.5098,0.4706,0.1961,0.1882,0.1961,0.1255,0.1255,0.1373,0.3961,0.3294,0.2941,0.6627,0.549,0.4824,0.4172,0.3765,0.3569,0.4902,0.4235,0.4039,0.7647,0.6667,0.6157,0.4706,0.4235,0.4,0.0941,0.0941,0.1098,0.0667,0.0667,0.0799,0.3843,0.3216,0.2863,0.7255,0.6078,0.5373,0.6495,0.5569,0.502,0.5299,0.4353,0.4,0.6549,0.5456,0.4941,0.3574,0.3221,0.3103,0.0588,0.0627,0.0706,0.0392,0.0392,0.0471,0.3176,0.2706,0.2431,0.6745,0.5686,0.5059,0.5221,0.4275,0.3725,0.3529,0.2941,0.2824,0.4,0.3137,0.2824,0.1686,0.1451,0.1373,0.0275,0.0275,0.0314,0.0235,0.0235,0.0235,0.176,0.1451,0.1294,0.4505,0.3725,0.3328,0.2549,0.2235,0.2118,0.1162,0.1868,0.2667,0.2078,0.2039,0.2196,0.0824,0.0784,0.0784,0.0118,0.0118,0.0118,0.0118,0.0118,0.0118,0.0784,0.0706,0.0706,0.2627,0.2471,0.2431,0.2745,0.2667,0.2667;0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0078,0.0039,0.0039,0.0039,0.0,0.0118,0.0118,0.0039,0.0078,0.0078,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0039,0.0,0.0706,0.063,0.0118,0.0431,0.0392,0.0118,0.0706,0.0667,0.0196,0.051,0.0471,0.0118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.0275,0.0118,0.0392,0.0392,0.0314,0.0431,0.0392,0.0314,0.0118,0.0118,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0125,0.0125,0.0118,0.0118,0.0118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;0
0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.898,0.898,0.898,0.8615,0.8588,0.8576,0.8615,0.8588,0.8588,0.8824,0.8824,0.8824,0.898,0.898,0.898,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.898,0.902,0.8824,0.8824,0.8824,0.6208,0.6118,0.6012,0.515,0.5032,0.4875,0.8039,0.7961,0.7922,0.898,0.898,0.898,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.8863,0.8863,0.8824,0.5098,0.502,0.4902,0.2824,0.2667,0.2431,0.7843,0.7804,0.7725,0.898,0.898,0.898,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.898,0.8392,0.8375,0.8353,0.3922,0.3904,0.3826,0.2667,0.2645,0.2588,0.8235,0.8235,0.8196,0.898,0.898,0.898,0.902,0.902,0.902,0.902,0.902,0.902,0.8478,0.84,0.8314,0.4752,0.4681,0.4556,0.1098,0.1066,0.0988,0.2706,0.2667,0.2627,0.8392,0.8353,0.8353,0.898,0.898,0.898,0.902,0.902,0.902;0
0.0275,0.0275,0.0235,0.0353,0.0353,0.0353,0.0549,0.0667,0.0706,0.0858,0.1098,0.1176,0.074,0.0941,0.102,0.0431,0.0549,0.0588,0.0353,0.0471,0.0471,0.0196,0.0235,0.0196,0.0275,0.0275,0.0314,0.0471,0.0549,0.0588,0.0784,0.102,0.1059,0.0784,0.102,0.1098,0.0706,0.0917,0.102,0.0667,0.0902,0.098,0.0431,0.0588,0.0627,0.0157,0.0196,0.0196,0.0314,0.0314,0.0353,0.0941,0.1152,0.1137,0.1569,0.1882,0.1647,0.0863,0.1059,0.1059,0.0784,0.0941,0.0902,0.1544,0.1858,0.1544,0.0784,0.098,0.098,0.0196,0.0196,0.0196,0.0392,0.0392,0.0397,0.1373,0.1686,0.1608,0.298,0.3446,0.2745,0.1333,0.1569,0.149,0.1137,0.1333,0.1216,0.2426,0.2824,0.2314,0.0902,0.1137,0.1137,0.0196,0.0196,0.0157,0.0392,0.0471,0.051,0.102,0.1333,0.1451,0.1569,0.1966,0.2039,0.1059,0.1373,0.1451,0.0863,0.1098,0.1176,0.1098,0.1412,0.1529,0.0431,0.0549,0.0627,0.0157,0.0157,0.0118,0.0431,0.051,0.0549,0.0941,0.1216,0.1333,0.1294,0.1686,0.1843,0.1412,0.1804,0.1961,0.102,0.1294,0.1412,0.0627,0.0824,0.0941,0.0275,0.0353,0.0392,0.0118,0.0118,0.0118,0.0353,0.0392,0.0431,0.0667,0.0824,0.0902,0.098,0.1294,0.1412,0.1137,0.1451,0.1569,0.0824,0.1059,0.1137,0.0471,0.0627,0.0706,0.0275,0.0353,0.0392,0.0157,0.0157,0.0157,0.0157,0.0157,0.0157,0.0235,0.0196,0.0235,0.0392,0.0431,0.051,0.0549,0.0745,0.0824,0.0431,0.0588,0.0662,0.0196,0.0235,0.0275,0.0196,0.0235,0.0275,0.0157,0.0157,0.0157;0
0.0627,0.0549,0.0549,0.0706,0.0549,0.051,0.2,0.1686,0.149,0.3971,0.3696,0.35,0.3186,0.2902,0.2676,0.1922,0.1569,0.1333,0.251,0.2314,0.2157,0.2275,0.2039,0.1882,0.1333,0.1294,0.1216,0.1216,0.1059,0.0941,0.4853,0.4353,0.4,0.7412,0.7333,0.7176,0.4549,0.4314,0.4157,0.2353,0.1882,0.1608,0.2588,0.2353,0.2157,0.2392,0.2118,0.1882,0.149,0.1216,0.098,0.1529,0.1216,0.102,0.5206,0.4706,0.4353,0.4343,0.4225,0.4108,0.1794,0.1569,0.149,0.2196,0.1843,0.1686,0.4598,0.4441,0.4314,0.349,0.3216,0.299,0.1216,0.1059,0.098,0.1294,0.1137,0.1098,0.298,0.2667,0.2471,0.1647,0.1539,0.149,0.102,0.0902,0.0863,0.2235,0.1922,0.1765,0.3775,0.3422,0.3225,0.298,0.2598,0.2392,0.251,0.2471,0.251,0.2951,0.2941,0.298,0.2275,0.2157,0.2118,0.0745,0.0667,0.0588,0.0706,0.0588,0.0549,0.1882,0.1529,0.1373,0.251,0.2078,0.1843,0.2353,0.2,0.1765,0.298,0.2941,0.3098,0.2637,0.2637,0.2784,0.1804,0.1725,0.1814,0.1059,0.098,0.102,0.102,0.0931,0.0941,0.1882,0.1725,0.1755,0.2549,0.2353,0.2314,0.1843,0.1569,0.1422,0.1529,0.1451,0.1608,0.1608,0.1529,0.1725,0.1922,0.1882,0.2078,0.2471,0.2392,0.2627,0.252,0.2471,0.2706,0.251,0.2471,0.2696,0.2029,0.199,0.2157,0.0902,0.0784,0.0745,0.0549,0.0431,0.0471,0.0784,0.0667,0.0706,0.1765,0.1686,0.1765,0.2157,0.1961,0.1882,0.1569,0.1176,0.098,0.1186,0.0824,0.0667,0.0706,0.0431,0.0353,0.0471,0.0235,0.0167;0
0.1255,0.3145,0.2118,0.1412,0.3294,0.2314,0.1529,0.3255,0.2353,0.1961,0.302,0.2353,0.2353,0.3444,0.2706,0.2039,0.3373,0.2659,0.1797,0.3287,0.251,0.1961,0.3522,0.2816,0.149,0.3098,0.2353,0.1216,0.2745,0.1961,0.1333,0.2667,0.1961,0.149,0.2135,0.1765,0.1725,0.2471,0.2039,0.1216,0.19,0.1451,0.1294,0.2353,0.1725,0.1255,0.251,0.1782,0.1216,0.2588,0.1961,0.0941,0.2196,0.1529,0.1098,0.2275,0.1647,0.0787,0.1216,0.102,0.0745,0.0941,0.0865,0.0706,0.098,0.0745,0.0941,0.1725,0.1179,0.1098,0.2157,0.1412,0.098,0.2078,0.1529,0.0863,0.1961,0.1373,0.0784,0.1765,0.1203,0.0588,0.098,0.0784,0.0471,0.0627,0.0549,0.0745,0.102,0.0863,0.0706,0.1294,0.0863,0.0902,0.1765,0.1098,0.098,0.2,0.1451,0.0863,0.1882,0.1333,0.051,0.1216,0.0784,0.0549,0.0863,0.0706,0.0549,0.0745,0.0706,0.0784,0.1255,0.102,0.1137,0.1922,0.1412,0.1137,0.1961,0.1412,0.0667,0.1608,0.1059,0.0745,0.1765,0.1176,0.0431,0.1137,0.0706,0.0512,0.0941,0.0706,0.0471,0.0784,0.0627,0.0784,0.1451,0.1137,0.102,0.1843,0.1333,0.1059,0.1882,0.1412,0.0353,0.0963,0.0588,0.051,0.1277,0.0824,0.0471,0.1216,0.0784,0.0667,0.1255,0.0863,0.0784,0.1451,0.1098,0.098,0.1882,0.1451,0.0941,0.1804,0.1373,0.0885,0.1647,0.1255,0.0275,0.0667,0.0392,0.0353,0.0902,0.0549,0.0549,0.1294,0.0784,0.0863,0.1647,0.1059,0.1098,0.2078,0.1529,0.1098,0.2196,0.1679,0.0941,0.1882,0.1412,0.0745,0.1451,0.1066;0
0.1623,0.2235,0.2235,0.6588,0.6902,0.5569,0.9255,0.902,0.6941,0.9608,0.8745,0.6745,0.9098,0.7569,0.5608,0.8353,0.6353,0.4157,0.7843,0.4824,0.2471,0.6392,0.2745,0.0941,0.2392,0.2941,0.2789,0.7137,0.7294,0.5804,0.9529,0.9294,0.7137,0.9765,0.898,0.6745,0.9412,0.7765,0.5412,0.8784,0.6235,0.3608,0.6353,0.3922,0.2078,0.4936,0.2353,0.1059,0.2941,0.3608,0.3333,0.7608,0.776,0.6078,0.9451,0.9137,0.6941,0.9216,0.8314,0.6,0.8706,0.6946,0.4475,0.9059,0.6118,0.3142,0.6196,0.3647,0.1765,0.2549,0.1652,0.1137,0.3176,0.4078,0.3686,0.7765,0.7922,0.6172,0.8824,0.8392,0.6392,0.5975,0.523,0.3961,0.5284,0.4132,0.2799,0.8471,0.5412,0.2681,0.6549,0.3529,0.149,0.2456,0.149,0.102,0.2941,0.3961,0.3647,0.7319,0.749,0.5843,0.8392,0.8,0.6078,0.3907,0.3725,0.3083,0.2118,0.1922,0.1608,0.6966,0.4064,0.1961,0.5961,0.298,0.1255,0.2471,0.1373,0.0941,0.2471,0.3603,0.3412,0.6034,0.6191,0.4936,0.7054,0.6309,0.474,0.3176,0.2941,0.2466,0.1333,0.1294,0.1255,0.5373,0.2863,0.1451,0.3961,0.2,0.1137,0.1642,0.1098,0.0941,0.1922,0.2824,0.2745,0.3064,0.2907,0.2475,0.2593,0.224,0.1922,0.1608,0.149,0.1417,0.1529,0.1137,0.1059,0.498,0.2471,0.1059,0.4549,0.2431,0.1064,0.149,0.1098,0.098,0.2,0.2196,0.2078,0.1373,0.1255,0.1255,0.0471,0.0902,0.1137,0.0471,0.0863,0.1059,0.1098,0.098,0.098,0.3961,0.1804,0.0824,0.3466,0.1725,0.0902,0.1686,0.1176,0.102;0
0.949,0.9529,0.9451,0.8039,0.8304,0.7716,0.7922,0.8275,0.7363,0.7451,0.7765,0.6706,0.6863,0.702,0.5647,0.7216,0.7098,0.6275,0.6745,0.6627,0.6078,0.5951,0.65,0.5608,0.8667,0.8745,0.8157,0.5382,0.5265,0.451,0.4088,0.4049,0.3412,0.5382,0.55,0.4716,0.4951,0.4912,0.401,0.401,0.3853,0.3373,0.2941,0.2549,0.2127,0.5059,0.5451,0.4431,0.8118,0.8235,0.6902,0.5647,0.5529,0.4471,0.2118,0.1882,0.1255,0.1529,0.1412,0.102,0.1686,0.1529,0.1059,0.1804,0.1608,0.1098,0.1686,0.1451,0.1176,0.4745,0.5216,0.4157,0.7216,0.7843,0.5922,0.502,0.5216,0.3882,0.1765,0.1608,0.102,0.1059,0.0902,0.0588,0.1216,0.1059,0.0667,0.1373,0.1216,0.0784,0.1333,0.1255,0.098,0.5294,0.5569,0.4118,0.5843,0.6667,0.4078,0.3843,0.4157,0.2471,0.0667,0.0667,0.0431,0.0549,0.0431,0.0314,0.0471,0.0392,0.0304,0.0431,0.0392,0.0275,0.1725,0.1647,0.1255,0.5922,0.5961,0.3882,0.4588,0.5451,0.2588,0.1971,0.2127,0.1108,0.0235,0.0196,0.0118,0.0157,0.0118,0.0078,0.0157,0.0118,0.0078,0.0157,0.0118,0.0078,0.1333,0.1294,0.0941,0.5529,0.5647,0.3569,0.3647,0.4314,0.1725,0.0863,0.0902,0.0392,0.0118,0.0078,0.0039,0.0118,0.0078,0.0039,0.0157,0.0118,0.0078,0.0118,0.0078,0.0039,0.102,0.0941,0.0745,0.5569,0.5765,0.4549,0.2627,0.302,0.1294,0.0353,0.0314,0.0157,0.0078,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,0.0,0.0078,0.0039,0.0039,0.0706,0.0627,0.0431,0.3765,0.4039,0.2284;0
